"","SERIALNO","SPORDER","AGEP","SEX","RAC1P","HISP","SCHL","HINCP","VEH","RELP","ADJINC","ST","YEAR"
"476","2017000710117","5",5,1,1,1,1,66200,1,7,1.011189,"12",2017
"477","1322446","3",19,1,1,1,13,76000,4,2,1.018389,"12",2008
"478","2017001087610","1",61,2,1,1,21,118000,1,0,1.011189,"12",2017
"479","658975","2",51,2,1,1,9,161000,3,1,1.016787,"12",2007
"480","295016","4",36,1,1,3,19,38000,1,13,1.008425,"12",2014
"481","835888","2",68,2,1,1,16,110150,4,1,1.018389,"12",2008
"482","747783","3",16,2,6,1,14,261000,3,2,0.99948,"9",2009
"483","43747","2",56,1,1,1,14,146000,3,1,1.015675,"9",2006
"484","1312475","5",15,1,2,1,11,104600,2,7,1.001264,"12",2015
"485","180525","2",84,2,1,1,13,387000,2,1,1.015675,"12",2006
"486","22867","2",6,1,1,1,4,30000,1,2,1.018237,"12",2011
"487","383760","1",21,2,1,1,12,22000,1,0,1.015675,"12",2006
"488","262430","4",14,2,1,1,11,36000,3,2,1.007624,"12",2010
"489","1028771","3",15,1,1,1,5,94800,1,2,1.016787,"12",2007
"490","001339501","1",54,1,1,1,14,61600,0,0,1.007588,"9",2016
"491","72025","1",65,1,1,1,21,54000,2,0,1.010207,"12",2012
"492","1257404","2",68,1,1,1,21,105000,2,1,1.007549,"12",2013
"493","1283629","2",82,2,1,1,19,187400,1,13,1.007624,"12",2010
"494","1209124","2",8,2,1,21,5,27000,3,2,1.018389,"12",2008
"495","2064","1",77,1,1,1,9,39400,2,0,1.016787,"12",2007
"496","1110561","2",33,1,8,4,13,31500,2,6,1.015675,"12",2006
"497","878065","2",27,2,1,1,20,53000,2,1,1.008425,"12",2014
"498","844844","3",87,2,1,16,14,88000,3,6,1.008425,"9",2014
"499","502601","1",59,2,1,1,20,91000,3,0,1.001264,"12",2015
"500","1305913","2",29,1,1,1,10,93950,3,1,1.015675,"12",2006
"501","469214","1",70,2,2,1,14,8600,0,0,1.010207,"12",2012
"502","98924","3",22,2,1,1,11,96400,4,2,1.016787,"9",2007
"503","1138312","2",29,2,6,1,15,120100,2,1,1.016787,"12",2007
"504","66641","2",57,2,1,1,21,60000,2,1,1.007549,"12",2013
"505","826380","1",65,2,1,1,21,25200,1,0,1.018389,"12",2008
"506","000039711","2",80,1,1,1,21,36000,1,1,1.007588,"12",2016
"507","152626","2",32,2,1,1,21,74390,1,1,1.001264,"9",2015
"508","000217161","4",12,1,1,1,8,68200,2,4,1.007588,"12",2016
"509","1337368","1",60,1,1,1,21,20200,1,0,1.010207,"12",2012
"510","721807","1",71,1,1,1,11,28600,2,0,1.015675,"12",2006
"511","81310","2",71,2,1,1,21,76000,2,1,1.018237,"12",2011
"512","1269888","1",93,2,1,1,21,33600,1,0,1.010207,"12",2012
"513","349203","1",29,1,1,1,19,49000,2,0,1.001264,"12",2015
"514","25571","1",42,1,1,2,12,-60000,-1,16,1.018237,"12",2011
"515","1239369","1",49,1,1,1,13,15400,2,0,1.007624,"12",2010
"516","556959","2",70,2,1,1,16,42400,3,12,1.001264,"9",2015
"517","000035742","2",59,2,1,1,20,198000,3,1,1.007588,"9",2016
"518","336286","4",6,1,1,1,2,57000,3,2,1.015675,"12",2006
"519","101195","1",51,1,1,1,9,0,1,0,1.016787,"12",2007
"520","1360265","1",29,1,1,1,21,67000,2,0,1.007624,"12",2010
"521","1018689","2",32,2,1,1,15,10000,2,1,1.007624,"12",2010
"522","714112","2",64,2,8,3,9,56200,3,1,1.015675,"12",2006
"523","669897","1",36,1,1,1,20,72100,2,0,1.010207,"12",2012
"524","000456834","2",51,1,1,1,16,13000,2,15,1.007588,"12",2016
"525","000717118","1",48,1,1,1,23,543000,2,0,1.007588,"12",2016
"526","1130941","1",81,1,1,1,20,-60000,-1,16,1.007549,"12",2013
"527","699096","2",49,2,1,1,13,160000,2,1,1.015675,"12",2006
"528","1016267","4",7,1,1,1,5,31900,3,15,1.018389,"12",2008
"529","325332","1",47,1,1,1,22,160000,2,0,1.018389,"9",2008
"530","1282747","1",63,2,1,1,18,26600,1,0,1.007624,"9",2010
"531","1254363","1",61,1,1,3,16,36400,1,0,1.007549,"12",2013
"532","2017000794220","1",57,2,1,1,19,33800,1,0,1.011189,"09",2017
"533","000338368","1",29,1,1,7,9,60170,0,0,1.007588,"12",2016
"534","101206","5",20,2,1,1,18,75300,3,2,1.007624,"9",2010
"535","286232","1",48,1,1,1,21,27500,3,0,1.010207,"9",2012
"536","1283346","1",78,1,1,1,21,10400,1,0,1.010207,"12",2012
"537","1253657","1",31,1,2,1,11,65000,2,0,1.016787,"12",2007
"538","1096406","4",9,2,9,1,6,145000,2,2,1.001264,"12",2015
"539","128336","2",84,2,1,1,16,38200,1,1,1.007549,"12",2013
"540","914220","2",28,2,1,3,19,55000,2,1,1.018389,"12",2008
"541","1433434","4",1,2,1,1,0,151000,2,2,1.010207,"12",2012
"542","1197672","3",32,1,1,4,22,186500,5,2,1.010207,"12",2012
"543","1017060","2",50,1,1,1,9,136400,2,1,1.016787,"12",2007
"544","1023561","2",54,1,1,1,11,144000,2,1,1.016787,"12",2007
"545","446613","4",4,1,1,1,1,126000,2,2,1.018389,"12",2008
"546","1260271","1",65,1,1,1,16,50300,2,0,1.008425,"12",2014
"547","1007247","1",71,1,2,1,21,104500,3,0,1.008425,"12",2014
"548","246255","2",51,2,1,4,16,28800,1,5,1.018237,"12",2011
"549","748803","1",82,2,1,1,17,23400,1,0,0.99948,"9",2009
"550","881927","3",17,2,1,24,16,67500,2,2,1.018237,"12",2011
"551","598144","1",58,1,1,1,16,60000,2,0,1.008425,"9",2014
"552","478861","1",72,2,2,1,17,53800,1,0,0.99948,"12",2009
"553","2017000191910","2",84,2,1,4,10,35600,1,1,1.011189,"12",2017
"554","2017001138370","1",48,2,2,1,19,64900,1,0,1.011189,"12",2017
"555","1276520","1",44,1,1,1,18,-60000,-1,16,1.007624,"12",2010
"556","1162276","1",36,2,8,3,16,40000,1,0,1.008425,"9",2014
"557","502260","3",5,1,6,1,2,92600,1,2,1.007624,"12",2010
"558","417419","1",31,1,1,1,23,295300,2,0,1.018389,"12",2008
"559","000477644","2",66,2,1,1,20,28000,2,1,1.007588,"12",2016
"560","1323019","2",17,1,1,1,14,61500,1,2,1.001264,"12",2015
"561","1232216","1",35,2,1,1,24,110900,3,0,1.018237,"9",2011
"562","1385928","1",89,2,1,1,19,22200,1,0,1.010207,"12",2012
"563","1068741","1",34,2,1,1,13,55000,1,0,1.015675,"9",2006
"564","1126731","1",69,1,6,1,13,132600,2,0,1.016787,"9",2007
"565","951573","2",50,1,1,1,9,53000,3,1,1.015675,"12",2006
"566","442215","2",80,2,1,1,16,48700,2,1,1.010207,"12",2012
"567","2017000363920","2",54,2,1,1,19,50000,2,13,1.011189,"12",2017
"568","160089","1",48,1,1,1,20,80000,2,0,1.010207,"12",2012
"569","673051","1",67,2,1,1,12,11300,2,0,1.001264,"12",2015
"570","135499","1",25,2,2,1,16,9600,1,0,1.018389,"12",2008
"571","239001","3",19,1,1,4,18,193300,4,2,1.001264,"12",2015
"572","000346948","1",76,2,1,1,22,38400,2,0,1.007588,"9",2016
"573","1101143","2",90,1,1,1,22,121440,1,1,1.018237,"12",2011
"574","433127","3",7,2,1,1,3,73000,2,2,1.010207,"12",2012
"575","1350848","1",55,1,1,1,10,28400,2,0,1.015675,"12",2006
"576","50494","4",23,1,2,1,19,87100,3,5,1.008425,"12",2014
"577","945462","2",28,2,1,1,21,38600,2,1,1.008425,"12",2014
"578","137424","1",72,2,1,1,16,85400,3,0,1.010207,"12",2012
"579","487637","3",18,1,2,4,14,23000,3,2,1.008425,"12",2014
"580","361620","1",43,1,8,2,16,55000,2,0,1.008425,"12",2014
"581","346176","1",94,2,1,1,9,12000,0,0,1.016787,"12",2007
"582","001226140","1",63,1,1,1,18,85000,2,0,1.007588,"9",2016
"583","1150484","1",35,2,2,1,19,39000,2,0,1.001264,"12",2015
"584","998585","1",58,2,1,1,19,60000,2,0,1.001264,"12",2015
"585","316825","2",55,2,9,1,21,156800,2,1,1.018237,"12",2011
"586","530159","2",47,2,1,1,10,130000,2,1,1.015675,"12",2006
"587","000034889","1",69,2,1,1,19,33500,1,0,1.007588,"12",2016
"588","622904","2",20,2,1,1,16,32000,2,2,1.007624,"12",2010
"589","411714","1",32,2,2,1,20,10000,1,0,1.008425,"12",2014
"590","440395","3",8,1,1,1,4,70100,3,7,1.001264,"12",2015
"591","2017000371224","2",20,2,1,4,19,25000,4,13,1.011189,"12",2017
"592","691245","2",63,2,1,1,10,28100,1,2,1.016787,"12",2007
"593","506108","2",44,2,1,1,11,325000,2,1,1.016787,"9",2007
"594","1358891","1",19,2,1,21,19,-60000,-1,17,1.010207,"12",2012
"595","2017000146615","2",47,1,1,1,21,340000,2,1,1.011189,"12",2017
"596","1065156","2",39,2,1,1,20,54700,2,1,1.007549,"12",2013
"597","1079331","1",81,2,9,4,20,1700,1,0,1.007549,"12",2013
"598","325396","2",10,1,1,1,6,42000,2,2,1.001264,"12",2015
"599","1082554","4",1,1,1,1,0,11600,1,2,1.016787,"9",2007
"600","238892","3",21,1,1,1,20,80200,4,2,1.001264,"12",2015
"601","427192","2",58,2,1,1,13,354060,2,1,1.015675,"9",2006
"602","1203971","3",19,1,1,1,15,42700,1,2,0.99948,"12",2009
"603","000372888","3",11,2,1,1,7,56000,2,2,1.007588,"12",2016
"604","522653","3",23,2,1,1,14,152000,4,2,1.016787,"12",2007
"605","810087","2",24,2,1,1,10,47000,2,10,1.015675,"12",2006
"606","001363466","1",26,2,1,1,12,-6000,-1,17,1.007588,"12",2016
"607","001478897","2",67,1,1,1,18,48600,2,1,1.007588,"12",2016
"608","230496","1",39,1,1,23,21,80000,2,0,1.007624,"12",2010
"609","324878","2",45,2,2,1,14,105000,3,1,1.016787,"12",2007
"610","1223569","3",13,1,1,1,12,42600,2,2,1.007549,"12",2013
"611","15459","5",2,2,1,1,0,61000,4,7,1.008425,"12",2014
"612","000843642","5",18,1,1,1,8,66000,5,7,1.007588,"12",2016
"613","1132425","4",9,2,1,1,6,60000,2,2,1.018237,"12",2011
"614","72796","2",29,1,1,13,13,59000,2,12,1.007624,"12",2010
"615","558906","1",77,2,1,1,16,28600,2,0,1.018389,"12",2008
"616","997222","4",16,1,1,16,12,115200,3,2,1.018389,"12",2008
"617","234481","1",62,1,1,1,13,135000,2,0,1.016787,"12",2007
"618","973700","1",43,2,1,1,21,78900,1,0,1.018389,"9",2008
"619","277350","1",30,2,8,24,14,42900,3,0,1.018389,"12",2008
"620","549493","2",16,2,1,1,13,36200,1,2,1.007549,"12",2013
"621","320222","2",2,2,9,1,0,25000,2,2,1.018237,"12",2011
"622","000436497","4",9,1,1,1,6,236250,2,2,1.007588,"12",2016
"623","157368","1",54,2,1,1,16,12000,1,0,1.010207,"12",2012
"624","685254","1",34,1,1,1,21,62080,2,0,1.001264,"12",2015
"625","2017000657379","3",10,2,1,1,6,61600,2,2,1.011189,"12",2017
"626","436331","2",73,2,1,4,15,17500,1,1,1.007624,"12",2010
"627","140512","2",44,2,1,1,9,98610,3,1,1.015675,"12",2006
"628","774995","2",37,2,1,1,13,80410,2,1,1.016787,"12",2007
"629","342870","1",23,2,2,1,18,14500,1,0,1.018237,"12",2011
"630","647917","1",36,2,1,1,12,122000,3,0,1.015675,"12",2006
"631","347181","2",47,1,1,1,22,83000,3,12,0.99948,"12",2009
"632","513561","1",56,2,1,1,14,12000,1,0,1.016787,"12",2007
"633","266579","4",12,1,1,1,9,80600,5,2,1.018389,"12",2008
"634","771850","1",73,1,1,1,21,59800,2,0,1.008425,"12",2014
"635","1482535","1",40,1,1,1,14,-60000,-1,16,1.008425,"12",2014
"636","58072","2",57,2,1,1,20,78000,3,1,1.010207,"12",2012
"637","876223","2",19,2,1,24,8,22400,2,2,1.016787,"12",2007
"638","713226","3",19,2,2,8,19,78500,3,4,0.99948,"12",2009
"639","1215575","2",55,2,1,1,16,75000,2,1,1.007549,"12",2013
"640","1476862","2",68,1,1,1,22,5000,2,1,1.018237,"12",2011
"641","1340039","3",23,2,1,1,19,121700,3,2,0.99948,"12",2009
"642","596656","5",3,2,2,1,1,70000,2,2,1.007624,"12",2010
"643","000345492","2",52,2,6,1,23,301000,3,1,1.007588,"9",2016
"644","1423747","2",39,1,1,1,24,1e+05,2,1,1.008425,"12",2014
"645","1309644","5",63,1,2,1,13,37900,0,5,1.007624,"12",2010
"646","31888","2",62,1,1,1,20,4900,1,1,1.001264,"12",2015
"647","2017001006322","1",64,2,1,1,19,97600,2,0,1.011189,"12",2017
"648","1296557","4",7,2,2,1,4,62000,2,2,1.018389,"12",2008
"649","1166452","1",89,2,1,1,19,7900,1,0,1.010207,"12",2012
"650","000025462","2",28,1,2,1,19,40000,3,1,1.007588,"9",2016
"651","878707","4",31,2,1,17,16,72800,3,15,1.007624,"12",2010
"652","2017000392434","2",48,1,1,1,13,69800,1,5,1.011189,"12",2017
"653","632976","1",47,1,1,3,20,26000,2,0,0.99948,"12",2009
"654","95935","3",17,1,1,1,9,106300,2,7,1.016787,"12",2007
"655","1484806","3",11,2,1,1,9,102000,2,15,1.007549,"12",2013
"656","956958","2",51,1,1,1,16,54200,0,5,1.010207,"12",2012
"657","283233","1",45,2,2,1,16,58500,3,0,1.008425,"12",2014
"658","2017001500196","1",29,1,2,1,16,-60000,NA,16,1.011189,"12",2017
"659","420396","2",44,1,1,3,10,23300,2,1,1.016787,"12",2007
"660","1250","6",6,1,8,2,4,30000,5,2,0.99948,"12",2009
"661","485986","2",66,2,1,1,19,117000,2,1,1.008425,"12",2014
"662","964475","1",54,2,1,1,16,163000,5,0,1.001264,"9",2015
"663","632299","6",1,1,1,1,0,40910,1,2,1.016787,"12",2007
"664","395522","3",31,2,1,1,18,115700,5,2,1.008425,"12",2014
"665","1051144","1",48,2,1,1,12,188100,5,0,1.016787,"12",2007
"666","412404","5",33,1,1,1,17,108000,3,10,1.007549,"12",2013
"667","987125","1",43,1,2,1,4,-59999,-1,13,1.016787,"12",2007
"668","263949","1",60,2,1,1,18,246500,2,0,0.99948,"12",2009
"669","899129","1",71,1,1,1,16,60800,2,0,1.001264,"12",2015
"670","811567","3",0,2,1,17,0,50000,2,2,1.007624,"12",2010
"671","279359","1",55,2,1,3,20,40000,1,0,1.007624,"12",2010
"672","283187","2",70,2,1,1,9,43500,1,1,1.015675,"12",2006
"673","442682","1",56,2,1,1,16,82000,2,0,1.008425,"9",2014
"674","1343943","1",63,1,1,1,10,25500,1,0,1.015675,"12",2006
"675","000552354","2",40,1,1,13,22,165000,2,1,1.007588,"12",2016
"676","001324670","4",0,2,2,1,0,30000,2,2,1.007588,"12",2016
"677","1098258","1",42,2,2,1,9,11200,2,0,1.016787,"12",2007
"678","348508","1",83,1,2,1,16,17100,2,0,1.018237,"9",2011
"679","716402","2",25,1,1,1,21,7000,2,12,0.99948,"12",2009
"680","834329","1",26,2,1,1,17,-60000,-1,16,1.007549,"12",2013
"681","2017000295952","1",86,1,1,4,19,9840,1,0,1.011189,"12",2017
"682","1225253","2",58,2,1,3,16,16300,1,1,0.99948,"12",2009
"683","439722","3",13,1,9,1,9,36500,1,2,1.008425,"12",2014
"684","107631","2",30,2,1,1,21,418000,2,1,1.008425,"12",2014
"685","965814","2",42,2,1,1,11,118000,3,1,1.015675,"12",2006
"686","346846","3",20,2,1,1,19,128700,3,2,1.007624,"9",2010
"687","611558","3",20,1,1,4,17,60000,4,2,1.007624,"12",2010
"688","343520","3",5,2,1,1,1,163000,1,2,1.001264,"12",2015
"689","632102","1",59,1,1,1,18,69700,0,0,0.99948,"12",2009
"690","760871","3",5,2,1,1,1,19900,2,2,1.010207,"12",2012
"691","2017000027536","1",20,1,1,1,16,33700,3,0,1.011189,"12",2017
"692","47926","1",71,1,1,1,21,513000,3,0,1.008425,"12",2014
"693","280134","2",43,1,1,1,18,45900,2,1,1.007624,"12",2010
"694","1477739","3",3,1,6,1,1,72000,2,2,1.018237,"12",2011
"695","179038","1",75,2,1,1,16,42420,2,0,1.001264,"9",2015
"696","522330","2",36,2,1,3,22,84000,2,1,1.018237,"12",2011
"697","627972","1",34,2,1,1,16,20400,1,0,1.018389,"12",2008
"698","408552","2",21,2,1,1,9,260000,3,2,1.016787,"12",2007
"699","163916","1",24,2,1,1,21,37220,2,0,1.010207,"12",2012
"700","186300","2",5,2,1,1,2,394000,2,2,1.018389,"12",2008
"701","1284088","4",15,2,1,21,11,75900,2,2,1.001264,"12",2015
"702","1012633","1",66,1,1,1,10,55800,2,0,1.016787,"12",2007
"703","349614","1",43,2,1,1,9,49000,2,0,1.016787,"12",2007
"704","1363581","1",25,2,1,1,19,66000,2,0,1.007624,"12",2010
"705","1151249","5",11,1,1,1,8,99560,3,2,1.018237,"12",2011
"706","1347065","3",67,1,6,1,22,180000,2,6,1.018237,"12",2011
"707","573841","4",17,2,1,1,13,62400,2,7,0.99948,"9",2009
"708","319622","3",19,1,1,1,10,215200,3,2,1.015675,"9",2006
"709","1041381","1",63,2,2,1,21,48630,1,0,0.99948,"12",2009
"710","1393678","3",20,1,1,1,19,55800,2,2,1.008425,"12",2014
"711","001235324","1",96,2,1,1,16,17700,1,0,1.007588,"9",2016
"712","1395427","1",63,2,1,1,17,22700,2,0,1.018237,"12",2011
"713","1228120","1",44,2,1,1,22,167000,2,0,1.010207,"12",2012
"714","675952","1",63,1,9,1,23,237000,3,0,1.010207,"12",2012
"715","757101","4",16,1,1,1,11,50100,1,2,1.007624,"12",2010
"716","1206430","1",61,1,1,1,16,73300,4,0,1.010207,"12",2012
"717","712166","1",71,1,1,1,16,13000,1,0,1.007549,"12",2013
"718","550286","1",59,2,1,1,13,64000,2,0,1.015675,"12",2006
"719","2017000134775","1",46,2,2,1,21,55800,1,0,1.011189,"12",2017
"720","000633565","4",8,2,1,1,4,137000,2,2,1.007588,"12",2016
"721","388449","2",7,1,8,3,4,44000,2,2,1.001264,"9",2015
"722","1474751","2",56,2,1,1,19,129500,2,1,1.018237,"9",2011
"723","397760","2",32,2,1,1,24,91000,2,1,1.007624,"12",2010
"724","1258261","4",7,1,1,1,2,105000,2,2,1.015675,"12",2006
"725","2017000306188","1",40,2,1,1,16,23000,1,0,1.011189,"12",2017
"726","000999014","1",48,2,1,1,19,40000,1,0,1.007588,"12",2016
"727","906445","4",10,2,1,3,6,83000,1,2,1.001264,"9",2015
"728","2017000472503","2",7,1,1,1,5,50000,1,2,1.011189,"12",2017
"729","562804","3",5,1,1,4,1,68000,1,2,1.010207,"12",2012
"730","755418","2",77,1,2,1,4,32900,4,1,1.015675,"12",2006
"731","565039","4",22,2,1,1,9,9000,2,10,1.015675,"12",2006
"732","1300125","2",57,2,8,16,10,36000,4,1,1.001264,"12",2015
"733","133762","2",24,1,2,1,15,40000,1,2,1.010207,"12",2012
"734","668132","1",72,2,1,1,18,20200,1,0,0.99948,"12",2009
"735","2017000834835","1",65,1,1,1,24,432400,2,0,1.011189,"12",2017
"736","818546","1",62,1,1,1,19,134000,2,0,1.018237,"12",2011
"737","1475719","1",29,1,1,1,19,-60000,-1,17,1.008425,"12",2014
"738","1207221","1",88,1,1,1,22,50000,2,0,1.010207,"12",2012
"739","306987","2",7,1,2,1,2,32000,0,2,0.99948,"12",2009
"740","1002970","1",28,2,1,1,17,32000,1,0,1.007549,"12",2013
"741","1320539","1",46,2,1,1,21,201110,3,0,1.007549,"12",2013
"742","000226380","2",45,2,1,21,21,79000,1,1,1.007588,"12",2016
"743","1280256","2",28,1,1,1,21,51470,2,5,1.001264,"12",2015
"744","380773","1",47,2,2,1,22,65200,1,0,1.008425,"12",2014
"745","2017000666302","5",9,2,1,1,6,55000,2,2,1.011189,"12",2017
"746","115545","1",57,2,1,1,21,12000,1,0,1.007549,"12",2013
"747","290780","1",71,1,1,1,22,103300,0,0,1.007549,"12",2013
"748","951943","4",16,1,1,24,15,82000,3,2,1.018389,"12",2008
"749","1234295","2",20,2,1,1,11,35000,2,9,1.016787,"12",2007
"750","1103739","1",57,2,1,1,19,50600,2,0,0.99948,"12",2009
"751","151484","4",16,2,1,1,13,246000,3,4,1.010207,"12",2012
"752","2017000255149","2",66,1,1,1,19,46460,2,11,1.011189,"12",2017
"753","1131881","1",90,1,1,1,16,13900,3,0,1.018389,"9",2008
"754","1361770","1",77,1,2,1,13,18000,2,0,1.001264,"12",2015
"755","1027582","1",36,1,1,1,16,60000,2,0,1.007624,"12",2010
"756","1288882","1",89,1,1,1,21,33600,1,0,1.010207,"12",2012
"757","1458878","1",70,1,1,4,15,18500,1,0,1.008425,"12",2014
"758","2017001085714","1",50,1,1,1,22,210600,2,0,1.011189,"12",2017
"759","837622","2",65,2,1,1,20,116600,3,1,0.99948,"12",2009
"760","613990","3",15,1,1,1,16,29000,3,2,1.008425,"12",2014
"761","73527","1",49,1,2,1,24,144500,3,0,1.018389,"12",2008
"762","133538","1",80,1,1,1,20,55300,2,0,1.018389,"12",2008
"763","1126608","1",77,1,1,1,13,71000,1,0,1.015675,"9",2006
"764","000654267","1",74,1,1,1,16,35100,1,0,1.007588,"12",2016
"765","1125311","1",25,2,1,1,21,1200,2,0,1.018389,"12",2008
"766","790008","4",8,2,2,1,5,101000,2,2,1.018237,"12",2011
"767","2017000497313","5",3,1,9,15,1,120000,2,2,1.011189,"12",2017
"768","1454927","3",20,1,1,1,19,83000,4,2,1.018237,"12",2011
"769","944799","2",66,2,1,1,22,96100,4,1,1.001264,"12",2015
"770","78316","2",14,1,2,1,5,1200,1,2,1.015675,"12",2006
"771","927030","3",13,1,1,3,3,15000,2,7,1.015675,"12",2006
"772","1236694","5",6,2,1,1,3,107000,3,7,1.007549,"12",2013
"773","810852","1",56,2,1,1,22,59000,1,0,1.007624,"12",2010
"774","1180394","1",33,2,1,1,9,1e+05,3,0,1.016787,"12",2007
"775","2017001495386","1",63,1,1,1,16,-60000,NA,17,1.011189,"09",2017
"776","551232","2",51,1,1,16,16,90000,3,1,0.99948,"12",2009
"777","000539089","1",35,1,3,1,16,-6000,-1,16,1.007588,"12",2016
"778","112997","2",20,1,1,1,16,15600,1,15,1.018237,"12",2011
"779","913419","1",53,1,1,1,23,330000,2,0,1.007624,"12",2010
"780","001309962","5",0,1,2,1,0,48900,2,10,1.007588,"12",2016
"781","440029","5",8,2,1,1,4,179500,4,7,1.001264,"9",2015
"782","999119","3",20,2,8,5,16,50100,2,2,1.007624,"9",2010
"783","1158308","1",35,2,1,1,11,0,1,0,1.015675,"12",2006
"784","2017001260933","3",7,2,1,1,4,107500,2,4,1.011189,"09",2017
"785","318408","3",8,2,8,1,5,73590,1,2,1.008425,"9",2014
"786","19584","1",47,1,1,1,13,155000,2,0,1.016787,"12",2007
"787","544924","1",57,2,1,1,4,30300,3,0,1.016787,"9",2007
"788","2017000497113","1",57,1,1,21,16,36000,1,0,1.011189,"12",2017
"789","106050","4",8,1,2,1,5,48500,2,2,0.99948,"12",2009
"790","844629","1",70,2,1,1,13,57100,2,0,1.016787,"12",2007
"791","258986","2",16,1,1,16,12,23000,1,2,0.99948,"12",2009
"792","1248380","3",22,1,1,1,20,72600,4,2,1.010207,"9",2012
"793","146507","1",23,1,1,1,19,0,3,0,1.018237,"9",2011
"794","352218","2",67,2,1,1,16,66900,2,1,1.018389,"9",2008
"795","103766","3",9,2,1,1,6,651004,2,2,1.018389,"9",2008
"796","214485","1",83,2,1,1,16,55000,1,0,1.018237,"12",2011
"797","22091","2",42,1,1,4,16,37300,2,1,1.010207,"12",2012
"798","001195315","4",23,2,1,7,7,38000,1,12,1.007588,"12",2016
"799","000180218","4",11,1,1,8,7,122000,1,2,1.007588,"12",2016
"800","001033059","1",74,1,1,4,9,65704,2,0,1.007588,"12",2016
"801","1322622","1",41,2,1,1,21,203000,2,0,1.007624,"9",2010
"802","388974","1",27,1,1,2,12,-60000,-1,16,1.007549,"12",2013
"803","981375","1",67,1,1,1,17,59100,1,0,1.010207,"12",2012
"804","831560","1",37,1,1,1,16,70110,2,0,1.018389,"12",2008
"805","1123612","2",54,1,1,1,16,45400,2,1,1.018389,"12",2008
"806","917028","1",67,1,1,1,22,164000,2,0,1.010207,"9",2012
"807","1279617","3",5,2,1,1,2,53000,1,4,1.018237,"12",2011
"808","831248","2",24,2,9,1,22,63000,2,1,1.007624,"12",2010
"809","1283744","2",62,1,1,4,16,34300,2,1,1.001264,"12",2015
"810","2017000448100","1",69,2,1,1,18,15500,1,0,1.011189,"12",2017
"811","1123851","2",30,2,6,1,21,162000,1,1,1.007549,"9",2013
"812","133318","2",21,2,1,3,16,10000,1,2,1.010207,"12",2012
"813","1303404","2",36,2,2,1,19,70000,2,1,1.018389,"12",2008
"814","167967","2",41,1,1,1,19,70000,2,1,1.018237,"12",2011
"815","1066386","2",77,2,1,1,24,82300,2,1,1.008425,"12",2014
"816","787545","1",29,1,8,7,5,23000,1,0,1.015675,"12",2006
"817","1368426","1",36,1,1,1,15,26000,2,0,1.001264,"12",2015
"818","2017000526713","1",72,1,1,1,21,45900,2,0,1.011189,"12",2017
"819","1006465","2",28,1,1,21,21,27000,3,1,1.007624,"12",2010
"820","348299","2",44,2,1,3,16,149170,3,1,1.010207,"9",2012
"821","1041359","5",3,2,9,1,1,20200,1,2,1.018237,"9",2011
"822","859396","1",75,2,1,1,15,44300,2,0,1.015675,"12",2006
"823","991406","1",27,2,2,1,19,37000,1,0,1.007549,"12",2013
"824","001013019","1",47,1,2,1,14,-6000,-1,17,1.007588,"12",2016
"825","324769","6",0,1,2,1,0,26150,2,2,0.99948,"12",2009
"826","1248136","3",5,2,1,1,2,65900,3,2,1.007624,"12",2010
"827","2017000170499","1",71,1,1,1,22,364000,2,0,1.011189,"09",2017
"828","1082948","3",14,1,1,1,11,80000,2,2,1.018389,"12",2008
"829","1079938","1",52,1,1,1,21,106780,3,0,1.018389,"12",2008
"830","738914","1",38,2,2,1,13,110000,3,0,1.016787,"12",2007
"831","1453201","1",58,2,2,1,22,94600,2,0,1.008425,"12",2014
"832","12207","2",21,1,1,1,16,36700,3,2,1.001264,"12",2015
"833","509507","2",57,1,1,1,22,560000,2,1,1.010207,"9",2012
"834","1229087","2",70,1,2,1,15,18600,1,1,1.018389,"12",2008
"835","291076","1",54,1,1,1,21,128000,1,0,1.007624,"12",2010
"836","333961","2",87,1,1,1,9,33900,1,1,1.015675,"12",2006
"837","000156281","2",58,1,1,1,16,694000,3,1,1.007588,"9",2016
"838","385067","1",56,2,1,1,22,88130,2,0,1.008425,"12",2014
"839","1230104","1",38,1,1,1,17,35280,2,0,0.99948,"12",2009
"840","1032919","1",33,2,9,1,22,125200,2,0,1.010207,"9",2012
"841","001110396","3",7,2,1,1,4,45000,1,2,1.007588,"12",2016
"842","217737","1",35,2,1,1,13,118700,1,0,1.016787,"9",2007
"843","989461","2",62,2,1,1,14,117200,2,1,1.018237,"9",2011
"844","278908","1",73,2,1,1,14,38300,1,0,1.015675,"12",2006
"845","510405","2",57,2,1,4,19,292000,4,1,1.008425,"12",2014
"846","730972","1",44,1,2,1,16,-60000,-1,16,1.001264,"12",2015
"847","001205828","3",20,2,1,1,19,83000,2,2,1.007588,"9",2016
"848","926786","1",48,1,1,1,20,130000,2,0,1.008425,"12",2014
"849","471125","1",45,1,1,1,21,138400,2,0,1.001264,"12",2015
"850","1072897","1",68,1,1,1,19,31100,2,0,1.007624,"12",2010
"851","001009815","4",29,2,1,1,16,29000,2,13,1.007588,"12",2016
"852","466084","3",2,2,1,1,0,27140,1,2,1.016787,"9",2007
"853","979567","5",54,1,2,1,16,25600,2,10,1.010207,"12",2012
"854","638027","1",56,2,2,1,21,80000,1,0,1.001264,"12",2015
